1,0.1,107.5,6.364
1,1,8.5,0.70711
1,10,3,0
1,100,3,0
1,1000,3.5,0.70711
3,0.1,116.5,4.9497
3,1,19.5,0.70711
3,10,3,0
3,100,3,0
3,1000,3.5,0.70711
5,0.1,126,1.4142
5,1,21.5,3.5355
5,10,3,0
5,100,3.5,0.70711
5,1000,3.5,0.70711
8,0.1,129.5,2.1213
8,1,22.5,4.9497
8,10,3,0
8,100,3,0
8,1000,3,0
