1,0.1,101.7,7.1188
1,1,9.4,1.4298
1,10,3.5,0.70711
1,100,3.1,0.31623
1,1000,3.1,0.31623
3,0.1,107.9,26.143
3,1,19.2,3.2931
3,10,3,0
3,100,3.2,0.42164
3,1000,3.2,0.42164
5,0.1,118.1,6.1183
5,1,23.5,2.7183
5,10,3.1,0.31623
5,100,3.2,0.42164
5,1000,3.2,0.42164
8,0.1,110.1,30.519
8,1,25.4,3.2728
8,10,3,0
8,100,3.1,0.31623
8,1000,3.1,0.31623
