1,0.1,98.54,13.053
1,1,9.3,1.9821
1,10,3.42,0.64175
1,100,3.24,0.47638
1,1000,3.14,0.40457
3,0.1,110.26,23.985
3,1,20.24,3.2043
3,10,3.06,0.2399
3,100,3.22,0.41845
3,1000,3.16,0.42185
5,0.1,114.64,23.413
5,1,25.24,3.317
5,10,3.12,0.32826
5,100,3.24,0.43142
5,1000,3.12,0.32826
8,0.1,115.48,19.76
8,1,28.5,3.9551
8,10,3.08,0.27405
8,100,3.1,0.30305
8,1000,3.22,0.41845
